,intensidad,ocupacion,vmed,cong,anom,outlier
0,705,1,20,0,2,0
1,345,1,20,0,2,0
2,684,3,20,0,2,0
3,589,3,20,0,2,0
4,495,2,20,0,2,0
5,600,2,20,0,2,0
6,541,1,20,0,2,0
7,510,2,20,0,2,0
8,380,2,20,0,2,0
9,600,3,20,0,2,0
10,300,5,59,1,1,0
11,300,4,63,1,1,0
12,552,2,20,0,2,0
13,300,2,64,1,1,0
14,300,2,58,1,1,0
15,744,2,20,0,2,0
16,516,2,20,0,2,0
17,381,1,20,0,2,0
18,390,2,20,0,2,0
19,324,1,20,0,2,0
20,285,1,20,0,2,1
21,542,2,20,0,2,0
22,468,1,20,0,2,0
23,375,1,20,0,2,0
24,359,2,20,0,2,0
25,390,3,20,0,2,0
26,526,2,20,0,2,0
27,384,1,20,0,2,0
28,195,1,20,0,2,1
29,408,1,20,0,2,0
30,330,2,20,0,2,0
31,349,1,20,0,2,0
32,421,3,20,0,2,0
33,480,2,20,0,2,0
34,409,1,20,0,2,0
35,480,1,20,0,2,0
36,405,2,20,0,2,0
37,450,2,20,0,2,0
38,540,5,20,0,2,0
39,300,2,61,1,1,0
40,631,2,20,0,2,0
41,300,4,56,1,1,0
42,300,6,58,1,1,0
43,691,2,20,0,2,0
44,300,6,56,1,1,0
45,300,4,58,1,1,0
46,599,3,20,0,2,0
47,764,5,20,0,2,0
48,300,6,55,1,1,0
49,300,4,60,1,1,0
50,672,3,20,0,2,0
51,300,3,60,1,1,0
52,300,6,59,1,1,0
53,300,6,69,1,1,0
54,576,2,20,0,2,0
55,300,3,59,1,1,0
56,300,6,62,1,1,0
57,300,8,58,1,1,0
58,300,3,65,1,1,0
59,300,7,59,1,1,0
60,300,7,61,1,1,0
61,300,5,59,1,1,0
62,300,4,59,1,1,0
63,684,2,20,0,2,0
64,792,5,20,0,2,0
65,690,3,20,0,2,0
66,300,2,65,1,1,0
67,300,2,62,1,1,0
68,300,6,58,1,1,0
69,300,4,58,1,1,0
70,300,4,61,1,1,0
71,300,3,62,1,1,0
72,300,4,58,1,1,0
73,300,5,59,1,1,0
74,300,5,57,1,1,0
75,300,1,59,1,1,0
76,300,4,58,1,1,0
77,300,4,59,1,1,0
78,300,6,56,1,1,0
79,300,2,59,1,1,0
80,300,5,60,1,1,0
81,300,4,62,1,1,0
82,300,4,56,1,1,0
83,300,5,61,1,1,0
84,300,6,60,1,1,0
85,300,6,59,1,1,0
86,300,6,57,1,1,0
87,780,4,20,0,2,0
88,300,4,59,1,1,0
89,768,3,20,0,2,0
90,300,5,60,1,1,0
91,300,6,57,1,1,0
92,300,6,59,1,1,0
93,300,4,64,1,1,0
94,599,3,20,0,2,0
95,612,3,20,0,2,0
96,630,3,20,0,2,0
97,300,3,60,1,1,0
98,300,2,60,1,1,0
99,940,3,58,1,0,0
100,344,2,20,0,2,0
101,600,3,63,0,0,0
102,720,2,63,0,0,0
103,1111,5,59,1,0,0
104,553,2,58,0,0,0
105,732,3,62,0,0,0
106,697,3,66,0,0,0
107,750,2,65,0,0,0
108,696,3,58,0,0,0
109,720,2,64,0,0,0
110,420,1,63,0,0,0
111,457,2,62,0,0,0
112,648,1,66,0,0,0
113,435,2,64,0,0,0
114,408,1,65,0,0,0
115,405,1,66,0,0,0
116,552,3,62,0,0,0
117,441,1,61,0,0,0
118,405,1,68,0,0,0
119,539,1,63,0,0,0
120,721,2,60,0,0,0
121,466,2,63,0,0,0
122,565,2,64,0,0,0
123,397,4,64,0,0,0
124,440,2,64,0,0,0
125,285,1,68,0,0,0
126,300,1,66,0,0,0
127,339,1,56,0,0,0
128,360,1,64,0,0,0
129,330,1,63,0,0,0
130,300,1,61,0,0,0
131,120,-1,71,0,0,0
132,408,1,64,0,0,0
133,459,1,61,0,0,0
134,434,2,61,0,0,0
135,820,3,69,1,0,0
136,352,1,63,0,0,0
137,580,2,63,0,0,0
138,1079,5,61,1,0,0
139,420,2,58,0,0,0
140,492,5,64,0,0,0
141,540,2,61,0,0,0
142,941,6,57,1,0,0
143,794,5,62,0,0,0
144,900,4,64,1,0,0
145,731,3,63,0,0,0
146,940,4,56,1,0,0
147,941,3,61,1,0,0
148,841,4,62,1,0,0
149,860,2,62,1,0,0
150,840,4,63,1,0,0
151,871,4,61,1,0,0
152,1050,6,62,1,0,0
153,851,3,62,1,0,0
154,880,5,65,1,0,0
155,940,4,62,1,0,0
156,916,5,63,1,0,0
157,840,3,60,1,0,0
158,1009,3,62,1,0,0
159,880,3,63,1,0,0
160,670,2,63,0,0,0
161,680,2,64,0,0,0
162,924,6,61,1,0,0
163,940,4,57,1,0,0
164,1152,6,59,1,0,0
165,880,3,61,1,0,0
166,789,4,63,0,0,0
167,876,4,64,1,0,0
168,420,1,66,0,0,0
169,359,2,67,0,0,0
170,240,1,60,0,0,0
171,991,3,59,1,0,0
172,1190,6,59,1,0,0
173,1019,3,56,1,0,0
174,1021,5,58,1,0,0
175,840,3,60,1,0,0
176,671,3,61,0,0,0
177,660,2,64,0,0,0
178,969,4,59,1,0,0
179,1440,7,60,1,0,0
180,881,7,60,1,0,0
181,620,3,61,0,0,0
182,759,3,59,0,0,0
183,167,-1,64,0,0,0
184,700,2,62,0,0,0
185,780,4,59,0,0,0
186,460,1,62,0,0,0
187,540,1,60,0,0,0
188,630,1,66,0,0,0
189,383,3,62,0,0,0
190,540,1,67,0,0,0
191,651,2,64,0,0,0
192,240,1,61,0,0,0
193,253,1,66,0,0,0
194,120,1,91,0,0,1
195,120,-1,68,0,0,0
196,390,1,61,0,0,0
197,539,2,60,0,0,0
198,222,1,56,0,0,0
199,200,1,64,0,0,0
200,120,-1,58,0,0,0
201,181,-1,64,0,0,0
202,360,1,63,0,0,0
203,694,3,60,0,0,0
204,540,2,63,0,0,0
205,831,2,60,1,0,0
206,78,-1,62,0,0,0
207,120,-1,62,0,0,0
208,1211,3,60,1,0,0
209,135,1,52,0,0,0
210,300,1,66,0,0,0
211,120,-1,56,0,0,0
212,240,1,60,0,0,0
213,248,1,67,0,0,0
214,240,1,66,0,0,0
215,430,3,63,0,0,0
216,659,2,66,0,0,0
217,601,2,68,0,0,0
218,680,3,65,0,0,0
219,911,2,63,1,0,0
220,1220,4,68,1,0,0
221,1021,5,64,1,0,0
222,1050,5,64,1,0,0
223,1328,8,60,1,0,0
224,1080,5,63,1,0,0
225,210,1,59,0,0,0
226,102,-1,45,0,0,0
227,180,1,57,0,0,0
228,60,-1,62,0,0,0
229,100,-1,55,0,0,0
230,961,5,62,1,0,0
231,1160,7,57,1,0,0
232,1619,9,59,1,0,0
233,948,6,62,1,0,0
234,1040,5,60,1,0,0
235,913,3,64,1,0,0
236,1220,5,60,1,0,0
237,1211,5,58,1,0,0
238,901,4,59,1,0,0
239,1029,5,59,1,0,0
240,1360,7,58,1,0,0
241,960,5,61,1,0,0
242,1235,5,64,1,0,0
243,1215,4,59,1,0,0
244,1331,8,58,1,0,0
245,1516,8,59,1,0,0
246,1416,6,61,1,0,0
247,960,3,68,1,0,1
248,1180,7,64,1,0,0
249,994,4,60,1,0,0
250,1140,3,60,1,0,0
251,1335,4,67,1,0,1
252,1320,6,60,1,0,0
253,1455,7,59,1,0,0
254,1320,7,61,1,0,0
255,1155,3,59,1,0,0
256,1171,5,59,1,0,0
257,1261,5,59,1,0,0
258,1420,7,58,1,0,0
259,1118,5,60,1,0,0
260,1320,6,59,1,0,0
261,1320,7,63,1,0,0
262,1908,9,60,1,0,0
263,1500,8,60,1,0,0
264,1574,9,62,1,0,0
265,1584,7,59,1,0,0
266,1302,7,61,1,0,0
267,1515,5,59,1,0,0
268,1786,6,61,1,0,0
269,1350,7,58,1,0,0
270,1295,7,62,1,0,0
271,1275,6,62,1,0,0
272,1410,8,63,1,0,0
273,1295,6,59,1,0,0
274,1440,6,62,1,0,0
275,1116,6,63,1,0,0
276,1451,7,57,1,0,0
277,1080,4,65,1,0,0
278,931,5,61,1,0,0
279,1320,8,57,1,0,0
280,828,3,63,1,0,0
281,646,3,60,0,0,0
282,672,6,63,0,0,0
283,480,3,62,0,0,0
284,375,1,61,0,0,0
285,301,-1,63,0,0,0
286,264,2,64,0,0,0
287,345,1,60,0,0,0
288,320,1,68,0,0,0
289,241,1,59,0,0,0
290,1260,5,63,1,0,0
291,1896,8,56,1,0,1
292,180,-1,65,0,0,0
293,200,1,43,0,0,1
294,90,-1,66,0,0,0
295,46,-1,37,0,0,0
296,156,-1,70,0,0,0
297,46,-1,33,0,0,0
298,60,-1,62,0,0,0
299,144,0,54,0,0,0
300,96,-1,37,0,0,0
301,73,-1,59,0,0,0
302,61,-1,42,0,0,0
303,18,0,17,0,0,0
304,75,0,47,0,0,0
305,72,0,28,0,0,1
306,276,1,63,0,0,0
307,132,-1,78,0,0,1
308,165,-1,73,0,0,0
309,1064,5,64,1,0,0
310,1200,7,66,1,0,0
311,1140,6,60,1,0,0
312,1306,4,63,1,0,0
313,660,3,61,0,0,0
314,1104,5,66,1,0,0
315,1176,6,63,1,0,0
316,1111,4,61,1,0,0
317,60,-1,59,0,0,0
318,60,1,75,0,0,1
319,60,1,17,0,0,0
320,180,-1,62,0,0,0
321,280,2,64,0,0,0
322,166,-1,64,0,0,0
323,300,2,67,0,0,0
324,457,1,65,0,0,0
325,794,5,61,0,0,0
326,804,3,64,1,0,0
327,973,6,62,1,0,0
328,1306,5,62,1,0,0
329,1200,5,62,1,0,0
330,810,5,59,1,0,0
331,1068,5,60,1,0,0
332,1104,5,57,1,0,0
333,840,4,59,1,0,0
334,996,5,59,1,0,0
335,1020,3,58,1,0,0
336,820,2,58,1,0,0
337,792,4,58,0,0,0
338,1057,8,56,1,0,0
339,1296,5,64,1,0,0
340,924,5,56,1,0,0
341,1231,6,56,1,0,0
342,1788,9,57,1,0,0
343,1425,5,60,1,0,0
344,1302,7,68,1,0,1
345,1426,7,60,1,0,0
346,1140,4,64,1,0,0
347,1151,5,63,1,0,0
348,1275,4,63,1,0,0
349,1019,3,60,1,0,0
350,1124,6,61,1,0,0
351,1080,6,59,1,0,0
352,1259,5,63,1,0,0
353,1531,6,60,1,0,0
354,1332,4,59,1,0,0
355,1215,5,60,1,0,0
356,985,3,62,1,0,0
357,1344,6,57,1,0,0
358,1635,6,59,1,0,0
359,2070,10,61,1,0,1
360,1428,7,58,1,0,0
361,1320,6,62,1,0,0
362,1465,7,61,1,0,0
363,1725,8,60,1,0,0
364,1560,5,60,1,0,0
365,1396,7,61,1,0,0
366,1152,5,60,1,0,0
367,1536,7,58,1,0,0
368,1140,5,59,1,0,0
369,1379,8,60,1,0,0
370,1045,4,62,1,0,0
371,1380,7,58,1,0,0
372,991,3,62,1,0,0
373,900,6,61,1,0,0
374,949,2,65,1,0,0
375,1140,5,62,1,0,0
376,1621,7,61,1,0,0
377,1464,6,58,1,0,0
378,700,2,63,0,0,0
379,720,3,59,0,0,0
380,661,3,59,0,0,0
381,661,5,63,0,0,0
382,300,1,66,0,0,0
383,720,4,62,0,0,0
384,468,1,60,0,0,0
385,240,-1,71,0,0,0
386,335,1,55,0,0,0
387,390,1,71,0,0,0
388,204,1,60,0,0,0
389,436,2,62,0,0,0
390,349,2,62,0,0,0
391,192,1,66,0,0,0
392,435,1,69,0,0,0
393,140,1,64,0,0,0
394,276,1,40,0,0,1
395,586,4,60,0,0,0
396,60,-1,33,0,0,0
397,144,1,62,0,0,0
398,168,-1,62,0,0,0
399,165,-1,67,0,0,0
400,60,-1,56,0,0,0
401,90,-1,50,0,0,0
402,144,-1,70,0,0,0
403,108,-1,62,0,0,0
404,41,-1,47,0,0,0
405,135,1,63,0,0,0
406,140,-1,72,0,0,0
407,106,-1,62,0,0,0
408,660,1,70,0,0,1
409,211,1,65,0,0,0
410,372,1,67,0,0,0
411,150,-1,62,0,0,0
412,345,2,64,0,0,0
413,321,1,70,0,0,0
414,672,3,65,0,0,0
415,1081,4,64,1,0,0
416,1440,5,65,1,0,0
417,1320,5,62,1,0,0
418,1230,5,66,1,0,0
419,1200,4,65,1,0,0
420,1107,4,59,1,0,0
421,901,3,63,1,0,0
422,1020,5,66,1,0,0
423,770,4,59,0,0,0
424,1061,4,60,1,0,0
425,901,4,64,1,0,0
426,811,3,62,1,0,0
427,870,4,60,1,0,0
428,1331,4,63,1,0,0
429,1200,4,56,1,0,0
430,1169,8,60,1,0,0
431,1020,5,63,1,0,0
432,1170,6,57,1,0,0
433,1800,8,63,1,0,0
434,1104,5,62,1,0,0
435,1111,4,60,1,0,0
436,1350,6,63,1,0,0
437,1280,7,59,1,0,0
438,1650,7,57,1,0,0
439,1439,8,60,1,0,0
440,1693,6,63,1,0,0
441,1470,7,61,1,0,0
442,1670,5,62,1,0,0
443,1500,6,62,1,0,0
444,1570,7,53,1,0,1
445,1381,5,61,1,0,0
446,1080,6,57,1,0,0
447,780,3,64,0,0,0
448,942,5,60,1,0,0
449,1320,4,62,1,0,0
450,1167,4,63,1,0,0
451,1260,6,58,1,0,0
452,1211,4,62,1,0,0
453,1370,7,58,1,0,0
454,1230,5,59,1,0,0
455,995,5,61,1,0,0
456,1560,6,64,1,0,0
457,1440,6,54,1,0,1
458,1840,7,58,1,0,0
459,1670,5,60,1,0,0
460,1860,10,49,1,0,1
461,1636,7,61,1,0,0
462,1620,6,58,1,0,0
463,1290,6,57,1,0,0
464,1220,6,61,1,0,0
465,1551,8,57,1,0,0
466,1020,4,61,1,0,0
467,1520,7,61,1,0,0
468,961,3,62,1,0,0
469,1000,5,59,1,0,0
470,204,1,64,0,0,0
471,1098,4,62,1,0,0
472,1200,6,62,1,0,0
473,731,3,64,0,0,0
474,500,2,64,0,0,0
475,444,3,57,0,0,0
476,760,3,65,0,0,0
477,571,3,59,0,0,0
478,840,3,57,1,0,0
479,548,2,60,0,0,0
480,560,1,67,0,0,0
481,320,1,61,0,0,0
482,420,2,55,0,0,1
483,309,2,56,0,0,0
484,380,1,65,0,0,0
485,1109,2,62,1,0,0
486,1283,6,61,1,0,0
487,180,-1,72,0,0,0
488,154,-1,58,0,0,0
489,441,2,65,0,0,0
490,260,1,70,0,0,0
491,100,-1,62,0,0,0
492,110,-1,42,0,0,0
493,90,-1,65,0,0,0
494,180,1,64,0,0,0
495,100,-1,61,0,0,0
496,139,1,61,0,0,0
497,160,-1,67,0,0,0
498,128,-1,63,0,0,0
499,20,0,22,0,0,0
500,140,-1,78,0,0,1
501,100,-1,62,0,0,0
502,139,-1,70,0,0,0
503,120,-1,68,0,0,0
504,162,-1,56,0,0,0
505,120,-1,62,0,0,0
506,250,1,66,0,0,0
507,460,2,71,0,0,0
508,493,3,69,0,0,0
509,601,2,63,0,0,0
510,1100,4,62,1,0,0
511,1360,5,64,1,0,0
512,1231,7,66,1,0,0
513,1320,6,64,1,0,0
514,1248,7,66,1,0,0
515,1110,5,63,1,0,0
516,860,3,61,1,0,0
517,1186,5,65,1,0,0
518,660,4,62,0,0,0
519,1041,6,62,1,0,0
520,880,4,66,1,0,0
521,877,3,59,1,0,0
522,1000,6,57,1,0,0
523,1109,4,60,1,0,0
524,840,4,60,1,0,0
525,1183,5,58,1,0,0
526,1139,6,66,1,0,0
527,1300,7,60,1,0,0
528,1320,5,63,1,0,0
529,1170,5,64,1,0,0
530,1501,6,59,1,0,0
531,1280,7,61,1,0,0
532,1660,9,59,1,0,0
533,1305,8,59,1,0,0
534,1425,8,60,1,0,0
535,1185,6,62,1,0,0
536,1631,8,59,1,0,0
537,1680,7,58,1,0,0
538,1464,9,57,1,0,0
539,1404,6,64,1,0,0
540,1560,7,58,1,0,0
541,1006,4,62,1,0,0
542,720,3,59,0,0,0
543,1260,6,59,1,0,0
544,1545,7,58,1,0,0
545,1200,4,60,1,0,0
546,1764,8,58,1,0,0
547,1455,5,63,1,0,0
548,1572,8,55,1,0,0
549,731,2,65,0,0,0
550,1380,6,62,1,0,0
551,1216,7,62,1,0,0
552,1668,7,61,1,0,0
553,1970,8,59,1,0,1
554,1751,10,61,1,0,0
555,1455,7,61,1,0,0
556,1429,6,59,1,0,0
557,1308,6,62,1,0,0
558,1429,7,60,1,0,0
559,1260,5,68,1,0,0
560,690,5,57,0,0,0
561,600,3,61,0,0,0
562,672,4,60,0,0,0
563,556,3,64,0,0,0
564,804,1,63,1,0,0
565,345,1,64,0,0,0
566,431,2,62,0,0,0
567,406,2,62,0,0,0
568,360,1,57,0,0,0
569,380,1,72,0,0,0
570,1470,6,63,1,0,0
571,1801,10,56,1,0,0
572,1248,5,60,1,0,0
573,1500,8,53,1,0,1
574,1635,5,57,1,0,0
575,1117,6,59,1,0,0
576,1091,4,61,1,0,0
577,820,3,65,1,0,0
578,1065,4,60,1,0,0
579,960,4,63,1,0,0
580,1225,6,60,1,0,0
581,744,3,62,0,0,0
582,757,5,58,0,0,0
583,61,-1,31,0,0,0
584,228,1,63,0,0,0
585,165,-1,73,0,0,0
586,551,2,64,0,0,0
587,276,1,67,0,0,0
588,71,0,13,0,0,1
589,345,1,62,0,0,0
590,516,2,65,0,0,0
591,580,3,74,0,0,1
592,840,2,61,1,0,0
593,330,-1,69,0,0,0
594,330,1,62,0,0,0
595,169,1,39,0,0,0
596,159,1,42,0,0,0
597,195,-1,68,0,0,0
598,240,1,65,0,0,0
599,1020,4,64,1,0,0
600,144,1,70,0,0,0
601,144,1,61,0,0,0
602,60,-1,34,0,0,0
603,72,-1,60,0,0,0
604,160,1,63,0,0,0
605,120,-1,68,0,0,0
606,160,-1,67,0,0,0
607,916,3,64,1,0,0
608,791,3,58,0,0,0
609,809,5,57,1,0,0
610,1128,7,59,1,0,0
611,1200,6,58,1,0,0
612,971,4,59,1,0,0
613,1230,6,62,1,0,0
614,1200,6,61,1,0,0
615,1169,8,57,1,0,0
616,940,4,58,1,0,0
617,1096,7,60,1,0,0
618,1214,7,58,1,0,0
619,1099,5,57,1,0,0
620,1111,5,60,1,0,0
621,1156,3,66,1,0,0
622,1140,6,62,1,0,0
623,1199,5,65,1,0,0
624,984,6,62,1,0,0
625,1319,6,61,1,0,0
626,990,4,64,1,0,0
627,1415,7,58,1,0,0
628,1308,8,59,1,0,0
629,1185,7,60,1,0,0
630,1271,4,60,1,0,0
631,1404,7,61,1,0,0
632,1117,4,61,1,0,0
633,1549,7,59,1,0,0
634,1679,8,62,1,0,0
635,1572,7,60,1,0,0
636,1596,5,63,1,0,0
637,1932,8,58,1,0,0
638,1609,7,60,1,0,0
639,1440,9,61,1,0,0
640,1451,8,58,1,0,0
641,1215,7,59,1,0,0
642,1306,5,61,1,0,0
643,1471,7,61,1,0,0
644,1155,4,64,1,0,0
645,1291,6,62,1,0,0
646,1440,6,61,1,0,0
647,1272,7,58,1,0,0
648,1477,6,61,1,0,0
649,1095,7,54,1,0,0
650,1183,9,59,1,0,0
651,1260,7,58,1,0,0
652,1170,4,64,1,0,0
653,1320,6,59,1,0,0
654,839,6,62,1,0,0
655,1440,7,61,1,0,0
656,854,7,64,1,0,0
657,912,5,64,1,0,0
658,744,4,60,0,0,0
659,1320,5,60,1,0,0
660,1573,9,59,1,0,0
661,1245,5,62,1,0,0
662,1296,7,58,1,0,0
663,1410,5,61,1,0,0
664,1471,6,60,1,0,0
665,1216,6,60,1,0,0
666,1297,6,61,1,0,0
667,1320,4,61,1,0,0
668,1284,8,58,1,0,0
669,804,2,63,1,0,0
670,331,2,64,0,0,0
671,219,-1,54,0,0,0
672,615,2,65,0,0,0
673,527,1,62,0,0,0
674,384,1,63,0,0,0
675,600,1,69,0,0,0
676,120,-1,61,0,0,0
677,319,1,57,0,0,0
678,436,1,59,0,0,0
679,820,7,58,1,0,0
680,900,6,54,1,0,1
681,946,3,59,1,0,0
682,870,2,64,1,0,0
683,239,1,51,0,0,1
684,899,3,62,1,0,0
685,735,2,60,0,0,0
686,636,2,58,0,0,0
687,721,1,60,0,0,0
688,673,1,62,0,0,0
689,720,2,60,0,0,0
690,708,2,64,0,0,0
691,576,2,63,0,0,0
692,180,1,56,0,0,0
693,312,1,70,0,0,0
694,120,1,61,0,0,0
695,440,3,59,0,0,0
696,420,1,65,0,0,0
697,886,6,59,1,0,0
698,480,2,65,0,0,0
699,375,2,62,0,0,0
700,576,2,66,0,0,0
701,419,2,65,0,0,0
702,505,3,64,0,0,0
703,225,1,57,0,0,0
704,315,2,65,0,0,0
705,409,3,63,0,0,0
706,585,3,62,0,0,0
707,504,2,61,0,0,0
708,600,2,61,0,0,0
709,615,3,64,0,0,0
710,480,3,61,0,0,0
711,840,4,60,1,0,0
712,289,1,65,0,0,0
713,1128,5,58,1,0,0
714,961,5,57,1,0,0
715,855,4,58,1,0,0
716,960,6,58,1,0,0
717,1116,5,58,1,0,0
718,885,2,59,1,0,0
719,1440,7,60,1,0,0
720,1079,5,57,1,0,0
721,756,5,59,0,0,0
722,1245,3,62,1,0,0
723,1897,12,59,1,0,0
724,1110,4,63,1,0,0
725,1366,7,60,1,0,0
726,1068,5,63,1,0,0
727,1151,5,62,1,0,0
728,990,5,63,1,0,0
729,855,3,67,1,0,0
730,1035,3,64,1,0,0
731,912,5,59,1,0,0
732,840,4,64,1,0,0
733,740,5,63,0,0,0
734,916,5,61,1,0,0
735,1296,6,64,1,0,0
736,793,2,65,0,0,0
737,852,3,60,1,0,0
738,1335,5,57,1,0,0
739,817,3,63,1,0,0
740,731,3,66,0,0,0
741,672,2,59,0,0,0
742,769,2,60,0,0,0
743,900,4,58,1,0,0
744,804,3,60,1,0,0
745,1100,6,61,1,0,0
746,1200,6,56,1,0,0
747,756,2,62,0,0,0
748,1416,9,60,1,0,0
749,826,2,61,1,0,0
750,1176,4,63,1,0,0
751,804,3,61,1,0,0
752,911,5,60,1,0,0
753,600,3,67,0,0,0
754,804,2,59,1,0,0
755,889,2,63,1,0,0
756,960,4,60,1,0,0
757,705,2,57,0,0,0
758,681,2,58,0,0,0
759,780,4,63,0,0,0
760,750,4,62,0,0,0
761,1020,4,59,1,0,0
762,780,3,60,0,0,0
763,516,2,61,0,0,0
764,516,2,59,0,0,0
765,1545,6,57,1,0,0
766,770,1,55,0,0,0
767,1290,4,54,1,0,0
768,901,3,60,1,0,0
769,1064,4,63,1,0,0
770,931,5,60,1,0,0
771,750,4,63,0,0,0
772,552,2,61,0,0,0
773,672,3,64,0,0,0
774,1020,4,62,1,0,0
775,756,3,64,0,0,0
776,766,1,62,0,0,0
777,749,2,59,0,0,0
778,491,1,63,0,0,0
779,885,3,61,1,0,0
780,600,2,61,0,0,0
781,516,2,64,0,0,0
782,336,1,64,0,0,0
783,551,2,64,0,0,0
784,360,1,66,0,0,0
785,372,2,60,0,0,0
786,585,2,62,0,0,0
787,360,1,67,0,0,0
788,360,1,62,0,0,0
789,466,2,64,0,0,0
790,331,2,59,0,0,0
791,480,2,64,0,0,0
792,675,1,62,0,0,0
793,348,1,64,0,0,0
794,481,3,61,0,0,0
795,450,2,71,0,0,0
796,210,1,62,0,0,0
797,396,1,71,0,0,0
798,959,6,59,1,0,0
799,540,2,62,0,0,0
800,135,-1,68,0,0,0
801,405,1,63,0,0,0
802,465,2,64,0,0,0
803,494,2,60,0,0,0
804,619,3,61,0,0,0
805,645,4,63,0,0,0
806,660,2,58,0,0,0
807,541,1,59,0,0,0
808,744,3,59,0,0,0
809,630,4,63,0,0,0
810,731,3,60,0,0,0
811,870,3,58,1,0,0
812,480,1,59,0,0,0
813,1080,4,57,1,0,0
814,541,3,59,0,0,0
815,855,6,59,1,0,0
816,948,6,60,1,0,0
817,852,5,58,1,0,0
818,1248,5,59,1,0,0
819,1129,5,63,1,0,0
820,1080,3,62,1,0,0
821,864,3,62,1,0,0
822,975,3,61,1,0,0
823,1021,4,60,1,0,0
824,781,4,60,0,0,0
825,541,2,62,0,0,0
826,636,5,59,0,0,0
827,528,2,58,0,0,0
828,390,3,67,0,0,0
829,372,1,64,0,0,0
830,345,3,62,0,0,0
831,251,1,67,0,0,0
832,286,4,60,0,0,0
833,930,4,60,1,0,0
834,734,3,64,0,0,0
835,985,4,57,1,0,0
836,1320,7,60,1,0,0
837,941,2,62,1,0,0
838,900,3,60,1,0,0
839,1156,6,59,1,0,0
840,885,6,58,1,0,0
841,720,3,60,0,0,0
842,660,2,61,0,0,0
843,899,5,61,1,0,0
844,480,1,60,0,0,0
845,1126,3,62,1,0,0
846,1328,6,63,1,0,0
847,1420,4,63,1,0,0
848,1208,5,61,1,0,0
849,600,2,65,0,0,0
850,854,5,61,1,0,0
851,1140,7,61,1,0,0
852,659,3,62,0,0,0
853,720,2,64,0,0,0
854,528,1,62,0,0,0
855,732,2,65,0,0,0
856,756,3,59,0,0,0
857,930,6,58,1,0,0
858,675,2,63,0,0,0
859,240,1,66,0,0,0
860,120,-1,60,0,0,0
861,280,1,64,0,0,0
862,90,-1,65,0,0,0
863,90,1,62,0,0,0
864,140,1,52,0,0,0
865,92,-1,59,0,0,0
866,40,0,22,0,0,0
867,40,0,19,0,0,0
868,120,-1,65,0,0,0
869,70,0,31,0,0,0
870,40,0,19,0,0,0
871,84,-1,66,0,0,0
872,40,-1,44,0,0,0
873,34,0,18,0,0,0
874,80,-1,66,0,0,0
875,90,-1,60,0,0,0
876,240,1,66,0,0,0
877,330,1,67,0,0,0
878,260,1,66,0,0,0
879,439,1,62,0,0,0
880,360,2,59,0,0,0
881,333,2,60,0,0,0
882,180,1,61,0,0,0
883,589,3,63,0,0,0
884,600,3,63,0,0,0
885,568,2,67,0,0,0
886,180,-1,66,0,0,0
887,221,1,61,0,0,0
888,240,1,61,0,0,0
889,360,1,63,0,0,0
890,220,1,64,0,0,0
891,840,4,60,1,0,0
892,889,4,61,1,0,0
893,1200,5,58,1,0,0
894,998,4,61,1,0,0
895,600,2,60,0,0,0
896,1082,6,56,1,0,0
897,960,4,59,1,0,0
898,1176,5,57,1,0,0
899,911,5,64,1,0,0
900,1380,6,56,1,0,0
901,1500,7,57,1,0,0
902,1129,5,58,1,0,0
903,1308,6,57,1,0,0
904,1152,5,61,1,0,0
905,1584,6,59,1,0,0
906,1230,7,59,1,0,0
907,660,3,66,0,0,0
908,865,3,63,1,0,0
909,980,3,65,1,0,0
910,1080,4,63,1,0,0
911,880,4,60,1,0,0
912,1334,6,63,1,0,0
913,1080,4,63,1,0,0
914,564,3,61,0,0,0
915,1080,4,62,1,0,0
916,481,1,62,0,0,0
917,1344,7,63,1,0,0
918,1681,7,61,1,0,0
919,1635,6,59,1,0,0
920,1379,7,62,1,0,0
921,1585,5,62,1,0,0
922,1410,8,59,1,0,0
923,1620,7,60,1,0,0
924,930,9,63,1,0,0
925,1031,5,65,1,0,0
926,1499,11,59,1,0,0
927,1260,7,58,1,0,0
928,1224,7,57,1,0,0
929,1285,5,58,1,0,0
930,1176,6,57,1,0,0
931,997,6,58,1,0,0
932,1154,7,60,1,0,0
933,1725,8,60,1,0,0
934,1339,6,61,1,0,0
935,1345,7,63,1,0,0
936,1785,9,56,1,0,0
937,1212,8,56,1,0,0
938,1489,6,61,1,0,0
939,1500,6,63,1,0,0
940,1200,5,60,1,0,0
941,1152,6,64,1,0,0
942,1531,8,60,1,0,0
943,132,1,72,0,0,0
944,1275,6,58,1,0,0
945,1019,4,61,1,0,0
946,870,5,61,1,0,0
947,1080,5,62,1,0,0
948,1020,6,59,1,0,0
949,1005,4,58,1,0,0
950,709,4,64,0,0,0
951,555,4,61,0,0,0
952,459,2,58,0,0,0
953,540,2,66,0,0,0
954,614,3,64,0,0,0
955,555,3,61,0,0,0
956,361,1,66,0,0,0
957,215,-1,66,0,0,0
